Longitude,Latitude,Power
12.520791,55.783551,-43.9993840917455
12.520899,55.783765,-43.9595049228057
12.52101,55.78397,-43.9286680209409
12.521033,55.784171,-43.889124554327
12.520448,55.783104,-43.856020135416
12.520337,55.7829,-43.8165296623229
12.520233,55.782709,-43.785648806201
12.513462,55.783879,-43.7461181827728
12.51351,55.783393,-43.715527606453
12.514966,55.782977,-43.6760856600193
12.5149,55.783023,-43.6454212662523
12.514824,55.783015,-43.6060763839071
12.514812,55.782985,-43.555791787944
12.514847,55.782977,-43.5188888150769
12.514929,55.782937,-43.4882076814526
12.51493,55.782882,-43.4490893998814
12.514846,55.782819,-43.4123028582309
12.51472,55.782743,-43.3818238609639
12.520166,55.780088,-43.3429929416364
12.52416,55.784816,-43.3146526637771
12.524386,55.784674,-43.2759245037052
12.527416,55.787511,-43.2454579585666
12.527633,55.78807,-43.2090268255268
12.527861,55.788746,-43.1809218442585
12.52836,55.790306,-43.1445076833109
12.527767,55.790261,-43.1164512181191
12.527706,55.790148,-43.0823377856816
12.527398,55.789595,-43.0544579732757
12.527328,55.789468,-43.0073605218005
12.527255,55.789345,-42.9734648900983
12.527179,55.789236,-42.9455642052648
12.527044,55.78881,-42.9177056533864
12.527006,55.788821,-42.881777125558
12.526957,55.789539,-42.8562778571136
12.527276,55.789453,-42.8204712033646
12.527542,55.789761,-42.7949310937472
12.527626,55.789911,-42.7695237511653
12.527783,55.790193,-42.7360632436342
12.527827,55.790278,-42.710615945672
12.527846,55.790315,-42.6852356025668
12.52439,55.791013,-42.6520134196354
12.524112,55.791062,-42.6265946913713
12.523834,55.79111,-42.6014689946392
12.52342,55.791179,-42.5683556953806
12.52316,55.791224,-42.5266465282564
12.523556,55.791114,-42.5014781952535
12.524714,55.790847,-42.4764149125885
12.51934,55.787366,-42.451268328343
12.519371,55.787423,-42.4262146595919
12.519404,55.787468,-42.4011238610841
12.519455,55.787494,-42.3684315533626
12.519516,55.787496,-42.3457849107292
12.519526,55.787488,-42.320800064341
12.519357,55.787405,-42.2959124921424
12.519318,55.787333,-42.2709865526757
12.51927,55.787253,-42.2462001861818
12.519223,55.787173,-42.2214010264698
12.520559,55.792513,-42.1966761329517
12.522583,55.793285,-42.1622856732862
12.52328,55.793252,-42.1353925429644
12.528168,55.789801,-42.0977898777941
12.527389,55.787826,-42.0710776265051
12.527312,55.787623,-42.0442868963243
12.513541,55.785098,-42.0176198869852
12.513846,55.785281,-41.983650486862
12.513974,55.785255,-41.9569655426989
12.514134,55.785214,-41.9304496573336
12.514327,55.785167,-41.9038549530082
12.516647,55.784825,-41.8775108229677
12.516733,55.784897,-41.8509889699868
12.513968,55.785268,-41.8224914015973
12.513927,55.785282,-41.7960330188342
12.513903,55.785291,-41.7676094199837
12.512113,55.783649,-41.7412329989206
12.51225,55.783618,-41.7150024768933
12.51298,55.783477,-41.6865889432192
12.513281,55.783424,-41.6428030003237
12.513829,55.783323,-41.6146119893469
12.515326,55.783821,-41.588469833988
12.515439,55.783896,-41.5603649568995
12.515391,55.783927,-41.5344306820652
12.515334,55.783827,-41.5085141053833
12.515287,55.783728,-41.4804331786464
12.515262,55.783655,-41.4545961337393
12.514824,55.783633,-41.4198386257882
12.514615,55.783664,-41.39400929455
12.514393,55.7837,-41.3683157936291
12.513811,55.7838,-41.340479865999
12.513465,55.783867,-41.3149915005815
12.513378,55.783413,-41.2893328778539
12.513625,55.783359,-41.2617208746288
12.516225,55.782948,-41.2295732750398
12.516459,55.782925,-41.1871114626634
12.516725,55.782912,-41.1617666408579
12.51684,55.782924,-41.1298973457625
12.516935,55.782946,-41.1045802066833
12.517,55.782994,-41.0793812880412
12.51707,55.783009,-41.0477463017722
12.517234,55.783472,-41.0225835103692
12.517064,55.783212,-40.9976540699767
12.517789,55.783142,-40.9662090199905
12.517321,55.783422,-40.941268945115
12.517427,55.783406,-40.9100253383801
12.517536,55.783386,-40.8851324572867
12.517697,55.783359,-40.8561577906739
12.518164,55.783397,-40.8209115180689
12.518296,55.783374,-40.7921426654917
12.518447,55.783346,-40.7634031349644
12.519206,55.783207,-40.7184979773798
12.519334,55.783186,-40.6899826988059
12.519416,55.783174,-40.6615067709293
12.51942,55.783169,-40.6311633066988
12.519481,55.782934,-40.6029187462872
12.519359,55.782713,-37.0832005292539
12.51926,55.782545,-37.0813175610496
12.519182,55.782385,-37.080227632769
12.519092,55.782204,-37.0791440747104
12.51898,55.782019,-37.077209304743
12.518605,55.781375,-37.0760971522964
12.519821,55.781808,-37.0750048118107
12.520143,55.782396,-37.0738848056866
12.520322,55.782721,-37.0727699817941
12.520047,55.782369,-37.070268194329
12.519906,55.782107,-37.0691394377384
12.519747,55.781829,-37.0674938068822
12.519516,55.781997,-37.0657134670446
12.51337,55.783893,-37.064581007245
12.512989,55.78355,-37.063451628505
12.513227,55.783446,-37.0623121428233
12.513984,55.783302,-37.061132583093
12.513963,55.783093,-37.0599715002879
12.513799,55.782967,-37.0578184828769
12.514967,55.782849,-37.0566756118807
12.514818,55.782969,-37.0555085530462
12.514815,55.782978,-37.0538868365729
12.514564,55.782649,-37.0523672764367
12.517266,55.782066,-46.8554850029071
12.517488,55.781672,-37.049624768076
12.517443,55.781591,-37.0484718591804
12.523461,55.784221,-37.0470768197122
12.523263,55.784276,-37.0449072558924
12.523195,55.784291,-46.7611949607972
12.523183,55.784352,-46.7504742008342
12.524302,55.784532,-46.7397428627131
12.52756,55.787884,-46.7188921052536
12.527832,55.788648,-46.7080309794617
12.528003,55.789099,-46.6972246158641
12.527902,55.790377,-46.6762924385229
12.527795,55.790316,-46.6655148298283
12.527625,55.790003,-46.6444988861682
12.527548,55.789869,-46.6337049887154
12.527477,55.789738,-46.6227763975046
12.52708,55.78952,-46.6016359709067
12.527263,55.789452,-46.5908098338171
12.527708,55.79006,-46.5883342762016
12.524948,55.790913,-46.567084211899
12.522693,55.79328,-46.5498423686253
12.522887,55.793272,-46.5472179040061
12.523077,55.793263,-46.5362696922737
12.523452,55.793243,-46.5150863157145
12.52813,55.7897,-46.5124241833101
12.52759,55.788344,-46.5014724278991
12.527512,55.788151,-46.4886094782295
12.512181,55.783857,-46.4776353960639
12.512966,55.784578,-46.4666467445338
12.513148,55.78475,-46.4536396751722
12.513347,55.784926,-46.4509878617446
12.513761,55.785277,-46.4399539487832
12.513171,55.784827,-46.4370581899137
12.512967,55.784641,-46.4242099271907
12.512768,55.784457,-46.421436999138
12.512589,55.783553,-46.4185612773341
12.512966,55.78348,-46.4010844358497
12.514221,55.783253,-46.3982499166254
12.515101,55.783411,-46.3854717899016
12.514267,55.783721,-46.3743019030262
12.51404,55.783759,-46.3713993234616
12.513177,55.783866,-46.368405554118
12.513016,55.783595,-46.3732526707949
12.513162,55.783459,-46.3701114711837
12.515472,55.783054,-46.3572801951661
12.515756,55.783008,-46.3540948656284
12.51791,55.783435,-46.3508116414395
12.517618,55.783515,-46.3473827491108
12.517486,55.783542,-46.3439865198831
12.517346,55.783543,-46.340549845113
12.51773,55.783065,-46.3277780695871
12.517783,55.78312,-46.3242975211163
12.517574,55.78338,-46.314371725892
12.518574,55.781317,-46.3182927776841
12.519602,55.781417,-46.3145723629946
12.520046,55.782217,-46.3106991651257
12.519587,55.781762,-46.2981338610456
12.51951,55.781795,-46.3018079822987
12.519521,55.781836,-46.2977871226409
12.519561,55.781884,-46.2938005784795
12.519592,55.78194,-46.2885985979602
12.519546,55.781989,-32.404188373468
12.512995,55.783572,-32.3985964706846
12.513153,55.783462,-32.3940952520544
12.514028,55.783211,-32.3898058609599
12.513858,55.782985,-32.3840243626009
12.514752,55.782729,-32.3797442327957
12.514997,55.78294,-32.3741785816265
12.514485,55.782596,-32.3669270509443
12.514175,55.782223,-32.3626624316242
12.514076,55.782054,-32.3569160119974
12.51745,55.782116,-32.352660827735
12.524227,55.784424,-32.3469277676193
12.52809,55.78933,-32.3426820837149
12.5283,55.790329,-32.3371571641218
12.527827,55.790377,-32.3329201370858
12.527616,55.790444,-32.3274055154072
12.527122,55.790525,-32.3218965212399
12.520712,55.792726,-32.3176729610574
12.520872,55.792955,-32.3119845834076
12.523563,55.793237,-32.307770751442
12.527912,55.789127,-32.3022837066469
12.527806,55.788823,-32.2968024057759
12.527716,55.788637,-32.292602291406
12.512419,55.784073,-32.284398460961
12.514534,55.7832,-32.2789365190329
12.514718,55.783163,-32.2747527289248
12.514898,55.783155,-32.2693015635166
12.515027,55.783217,-32.2638562960414
12.515057,55.783296,-46.4151187481674
12.515088,55.783376,-46.3451653038614
12.513058,55.783666,-46.2466122135339
12.512997,55.783561,-46.1327815092196
12.513019,55.783505,-46.0046983918067
12.514164,55.783274,-36.387469978627
12.514458,55.783215,-36.3530705365965
12.514758,55.783167,-36.3164130756574
12.515065,55.783121,-36.2825769035235
12.515372,55.783069,-36.2416967589135
12.518287,55.780781,-45.1321649297795
12.513112,55.783799,-36.1361193095786
12.513067,55.783483,-44.621676461073
12.513873,55.783331,-44.4594001899062
12.513975,55.783114,-44.2546667473629
12.514279,55.782328,-44.0883060133077
12.514631,55.782656,-40.8029999510933
12.514893,55.782805,-40.7236641153452
12.514812,55.782991,-40.6367019525456
12.514219,55.7823,-40.5581073149611
12.515931,55.781866,-40.4798168291615
12.51712,55.781846,-40.4828832703465
12.517163,55.781924,-40.506700072702
12.517567,55.782115,-40.530622994444
12.517656,55.782095,-40.5545974402014
12.517637,55.78195,-40.5866467931884
12.520341,55.779991,-40.6108096298474
12.528136,55.789461,-40.6350441289093
12.528219,55.789688,-40.6593725740908
12.528244,55.79034,-40.6838038181225
12.527122,55.789471,-40.6789260125438
12.527223,55.789454,-40.7034520260145
12.525712,55.790781,-40.7075834523225
12.525263,55.790858,-40.5882153499157
12.521037,55.793191,-40.4260960506216
12.521267,55.793509,-40.2940733044646
12.521174,55.793437,-40.1351908796495
12.521244,55.793381,-39.9065262970018
12.521508,55.793351,-39.7794062905754
12.521844,55.79332,-39.761338759561
12.522542,55.793287,-39.7443821131431
12.528352,55.790305,-39.7379171901534
12.512581,55.784221,-39.7211412265693
12.513863,55.783325,-39.7145283804836
12.518891,55.780276,-39.7051829920156
12.515945,55.781885,-39.6912742786898
12.51718,55.781954,-39.70105746614
12.517327,55.782099,-39.6974936377619
12.520346,55.779996,-39.6938750329904
12.528409,55.790237,-39.6902733252751
12.521489,55.793809,-39.6895731991618
12.52121,55.79356,-39.6859445118627
12.521329,55.793364,-39.6823355308023
12.521465,55.793354,-39.6797587003577
12.52219,55.793303,-39.6972610727457
12.528373,55.790364,-39.7241804901864
12.512186,55.783947,-39.755214652284
12.512055,55.783826,-39.7824789109699
12.513024,55.782564,-39.8136684765344
12.514471,55.782545,-39.8411492162427
12.517042,55.781699,-39.8725861404627
12.517688,55.782051,-39.9001762542861
12.517662,55.781994,-39.9318695505398
12.522017,55.79331,-39.9596354050827
12.528076,55.789564,-39.991508915544
12.518152,55.780532,-40.019521881125
12.514551,55.782606,-40.0515775378761
12.515893,55.781806,-40.0797278377031
12.517028,55.781672,-40.111997116021
12.51752,55.781733,-42.1068831232344
12.528336,55.789994,-42.1358166326804
12.52563,55.790795,-42.1681403283773
12.521335,55.793739,-42.1885567271902
12.52201,55.79331,-42.2175121217428
12.528444,55.790561,-42.2498646489039
12.518218,55.78065,-42.263528510897
12.519076,55.780474,-42.2805680308166
12.514863,55.781467,-42.302674679788
12.517537,55.781764,-42.3162371156472
12.528551,55.790846,-42.3417877995924
12.519123,55.78056,-42.3554295711875
12.514289,55.78241,-42.3689723126509
12.515694,55.781353,-42.3944419301358
12.515938,55.781876,-42.4080414736543
12.516943,55.781515,-42.4300850185134
12.526199,55.790694,-42.4521680330336
12.518938,55.780286,-42.4742303310885
12.519204,55.780707,-42.4826455069486
12.519455,55.781158,-42.4876587020776
12.514358,55.78249,-42.4926646247737
12.515794,55.781529,-42.4977273304185
12.515462,55.78029,-42.5028792020914
12.517406,55.781527,-42.5078770744464
12.526475,55.790645,-42.521275760646
12.528677,55.791206,-42.5264145922684
12.51592,55.781783,-42.534862859635
12.51584,55.781854,-42.5398504766427
12.516469,55.780727,-42.5448322973929
12.528637,55.791089,-42.5499621824982
12.513206,55.782816,-42.5549423824895
12.51575,55.78145,-42.5549423824895
12.51569,55.781411,-42.5549423824895
12.515505,55.780282,-42.5549423824895
12.516545,55.7808,-42.5549423824895
12.516911,55.781455,-42.5549423824895
12.528837,55.791714,-42.5549423824895
12.514845,55.78144,-42.5549423824895
12.515858,55.781653,-42.5549423824895
12.515902,55.781729,-42.5549423824895
12.515767,55.781869,-42.5549423824895
12.51579,55.781621,-42.5549423824895
12.515344,55.780522,-42.5667734293283
12.516152,55.780749,-42.5667734293283
12.516823,55.781293,-42.5667734293283
12.515765,55.781869,-42.5667734293283
12.515745,55.781517,-42.5667734293283
12.515283,55.78042,-42.5667734293283
12.516809,55.781268,-42.5667734293283
12.516068,55.78073,-42.5667734293283
12.516701,55.781075,-42.5667734293283
12.517008,55.780843,-42.5667734293283
12.515765,55.781869,-42.5667734293283
12.515881,55.780698,-42.5583435145117
12.515274,55.78036,-42.5583435145117
12.516872,55.781384,-42.5583435145117
12.514852,55.781443,-42.5617960339339
12.515544,55.78114,-42.5617960339339
12.515558,55.780272,-42.5617960339339
12.514821,55.781392,-42.5617960339339
12.51586,55.780702,-42.5617960339339
12.51666,55.781005,-42.5617960339339
12.514803,55.781331,-42.5617960339339
12.516637,55.780966,-42.5617960339339
12.517155,55.781101,-42.5567691248064
12.515771,55.780247,-42.5567691248064
12.51483,55.781397,-42.5567691248064
12.515634,55.780257,-42.5601703003336
12.51713,55.781063,-42.5516362979273
12.515495,55.780734,-42.5516362979273
12.517216,55.781201,-42.5550383614622
12.515793,55.781866,-42.5466509746688
12.515675,55.78025,-42.5466509746688
12.516102,55.780713,-42.5500523908367
