Longitude,Latitude,Power
12.519783,55.789623,-43.1357498224903
12.519632,55.78965,-43.1776793844145
12.519492,55.78965,-43.2269627614566
12.519383,55.789604,-43.2768642288274
12.519313,55.789516,-43.3201880165714
12.51926,55.78941,-43.3709744840579
12.518882,55.788742,-43.4151607678442
12.519173,55.788545,-43.4596499093371
12.519296,55.788517,-43.5120033952837
12.519403,55.788483,-43.5574604527873
12.518939,55.788782,-43.6108417453553
12.51901,55.788897,-43.684276966069
12.519082,55.789022,-43.7388452394917
12.519888,55.789574,-43.7862407447062
12.520132,55.789527,-43.8419685843546
12.520394,55.789478,-43.8903835529042
12.520677,55.789429,-43.9471631909402
12.520929,55.789382,-43.9963932928183
12.52109,55.78935,-44.046149306106
12.524017,55.790957,-44.0979047513077
12.524159,55.790987,-44.156619525612
12.524342,55.790965,-44.2078827138648
12.524549,55.790931,-44.2593344677771
12.524564,55.79055,-44.3128823563059
12.52449,55.790417,-44.3738090624157
12.524407,55.790261,-44.4266267976968
12.524323,55.790101,-44.4801260479067
12.52425,55.789939,-44.5652824005753
12.52416,55.789786,-44.6284022189621
12.52406,55.789637,-44.6851593367337
12.523975,55.789498,-44.7317795028387
12.523904,55.789371,-44.7891925838286
12.523869,55.789275,-44.8455123602588
12.524486,55.7891,-44.9037702906928
12.524656,55.789069,-44.9625115629557
12.524814,55.78904,-45.0109182146313
12.524973,55.789015,-45.0702551080857
12.525125,55.789,-45.1286451893468
12.525266,55.788982,-45.1888646146937
12.525338,55.788937,-45.2477650687095
12.525319,55.78886,-45.2994563025675
12.525268,55.788777,-45.3591200600511
12.525213,55.788693,-45.4128417058825
12.52517,55.788621,-45.4811950071245
12.525135,55.788555,-45.5339523904367
12.525099,55.788488,-45.5772559938911
12.525063,55.788423,-45.62227745153
12.524988,55.788383,-45.6756305929302
12.52485,55.788397,-45.7194135998679
12.524693,55.788429,-45.7732277541538
12.524533,55.788458,-45.8172998552043
12.524373,55.788485,-45.861486615106
12.52421,55.788515,-45.8973789938236
12.524051,55.788545,-45.9336219151927
12.523893,55.788573,-45.9698441548996
12.524172,55.787056,-46.0143849267401
12.524288,55.787032,-46.0508229722571
12.5244,55.787011,-46.0872137973966
12.524524,55.78699,-46.1237448613705
12.52464,55.786969,-46.1767432594221
12.524764,55.786948,-46.2133663421294
12.524889,55.786925,-46.2499182049368
12.525012,55.7869,-46.286400978497
12.525119,55.786876,-46.3212989657997
12.52522,55.786856,-46.3462474214423
12.525317,55.78684,-46.3627931499876
12.525431,55.786848,-46.3877317229176
12.525505,55.786904,-46.4025299488882
12.52549,55.786966,-46.4274709295706
12.525409,55.787007,-46.4422523857127
12.525318,55.787032,-46.468890477867
12.525225,55.787055,-46.4836432474264
12.525137,55.787075,-46.5084988189831
12.52505,55.787092,-46.5234360813249
12.524967,55.787109,-46.5480561278
12.524899,55.787123,-46.5693608166411
12.524839,55.787137,-46.5723818158639
12.52479,55.787164,-46.5852421254182
12.524719,55.787176,-46.5866398318096
12.524642,55.787182,-46.5895448498445
12.524559,55.787191,-46.6024110009142
12.524466,55.787209,-46.6035335177762
12.524358,55.78723,-46.6165067488976
12.52425,55.787249,-46.6193464657359
12.524126,55.78727,-46.6204768790812
12.523998,55.78729,-46.6333789643383
12.523863,55.78731,-46.6361647011954
12.523727,55.787333,-46.63717267796
12.523592,55.787352,-46.6300987368631
12.523465,55.787367,-46.6212060044475
12.523543,55.785661,-46.6123390409786
12.523682,55.785636,-46.5981259566149
12.523824,55.785609,-46.5811334256394
12.523972,55.785583,-46.5722245668744
12.524111,55.78556,-46.5633037912619
12.524247,55.785537,-46.5543244912644
12.524374,55.785514,-46.5453782440786
12.524527,55.785486,-46.5364207506641
12.524629,55.785468,-46.5057119908474
12.524714,55.785453,-46.4850484972918
12.524816,55.785433,-46.4643488210969
12.524931,55.78541,-46.4436419353182
12.525059,55.785386,-46.4211666514605
12.525547,55.785372,-46.4001905254328
12.524929,55.785599,-46.3794803908159
12.524799,55.785623,-46.3487870513336
12.524597,55.785657,-46.3279837985095
12.524456,55.785681,-46.3015386589527
12.524322,55.785704,-46.2689519782364
12.524198,55.785727,-46.248086819034
12.524082,55.785748,-46.2134742531614
12.523969,55.785768,-46.190802187082
12.523849,55.78579,-46.156288658496
12.523731,55.785811,-46.1216043621757
12.523615,55.785832,-46.0871120449323
12.523502,55.785856,-46.0642872568381
12.523397,55.785871,-46.0296135287808
12.523289,55.785884,-45.9949867006724
12.523181,55.785904,-45.9620610965066
12.523071,55.785929,-45.9373805593729
12.519252,55.787202,-45.9027014201777
12.51929,55.787271,-45.8697374168926
12.519523,55.787491,-45.8331706919581
12.519492,55.787483,-45.7754228203225
12.51944,55.787472,-45.7486715817396
12.519386,55.787445,-45.7120294317134
12.519093,55.786937,-45.6735643828984
12.51905,55.786864,-45.6367763548708
12.51824,55.789458,-45.6000950022479
12.518417,55.789678,-45.5633888872841
12.518588,55.789901,-45.5248732388968
12.518761,55.790123,-45.4881680851987
12.518941,55.790355,-45.4513527573098
12.519119,55.790589,-45.4225082147721
12.519303,55.790827,-45.3838707608024
12.519486,55.791063,-45.3550803122592
12.519668,55.791301,-45.3144033016943
12.520501,55.792433,-45.2854556365151
12.527159,55.787225,-45.2544768120586
12.511954,55.783612,-45.2042715563274
12.513678,55.785224,-45.1654570826393
12.513733,55.785264,-45.1344574082419
12.514517,55.785125,-45.0957144198552
12.514716,55.785094,-45.0667320942584
12.516161,55.78483,-45.035574442704
12.516308,55.784806,-44.9968122960401
12.516459,55.784787,-44.9561053641858
12.516795,55.784989,-44.9269229142136
12.514286,55.785202,-44.8861353178982
12.514098,55.785239,-44.8475182012188
12.513989,55.785263,-44.806902679597
12.513901,55.785293,-44.7681186623983
12.513901,55.785292,-44.7444900382635
12.5139,55.785291,-44.7963979157374
12.5139,55.78529,-44.8539158753093
12.513901,55.78529,-44.9376721048649
12.5139,55.785291,-44.995474331236
12.513846,55.785299,-45.053448807656
12.513721,55.785284,-45.1057436084015
12.513589,55.78521,-45.1638836223413
12.513448,55.785084,-45.2220004635979
12.513294,55.784941,-45.2801439766818
12.513601,55.783363,-45.3384581575879
12.515243,55.783662,-45.3912146994931
12.51552,55.783941,-45.4494732356491
12.515594,55.784006,-45.5097929262179
12.515551,55.784057,-45.5681845952257
12.514933,55.783613,-45.6207955784488
12.517122,55.783003,-45.679054507183
12.517234,55.78298,-45.7375354450185
12.517352,55.782951,-45.7957035257609
12.517463,55.782923,-45.8799537015243
12.517568,55.782904,-45.9381057053419
12.517661,55.782928,-45.9960593872593
12.517705,55.782988,-46.0537951438009
12.51776,55.783092,-45.9156582502564
12.517802,55.783168,-45.8737249161496
12.517844,55.783239,-34.7954438724543
12.517883,55.783303,-34.7842483231222
12.517916,55.783358,-45.7572780869937
12.517929,55.783409,-34.7633269414131
12.517749,55.783485,-34.7536054675736
12.517624,55.783514,-45.6496912755337
12.517152,55.783355,-45.607367638442
12.517104,55.783284,-34.7233971463931
12.517069,55.783224,-45.5298991678337
12.517068,55.783173,-45.4876957194033
12.517148,55.783139,-45.4321507523966
12.517278,55.783117,-45.3898451468526
12.517428,55.78309,-45.3566729347142
12.51757,55.783061,-45.3140519890019
12.517639,55.783048,-45.2735599816455
12.517675,55.783217,-45.231135469269
12.517547,55.78324,-45.1884494996228
12.51741,55.783265,-45.1572788931639
12.517283,55.783287,-45.1146039944148
12.517211,55.783309,-45.0720524624781
12.517188,55.783346,-45.0315206820698
12.517203,55.783392,-44.9887707715624
12.517269,55.783424,-44.9459526121469
12.517741,55.783353,-44.9149168156205
12.517823,55.783345,-44.8721867804109
12.517894,55.783361,-44.8315318840593
12.51794,55.783397,-44.7778785067981
12.518585,55.783319,-44.7351202717557
12.518728,55.78329,-44.6947716162233
12.518872,55.783264,-44.6612182063517
12.519019,55.78324,-44.6206829207278
12.519168,55.783213,-44.5781643763623
12.51947,55.783159,-44.5467787549148
12.519655,55.783208,-44.5041042899948
12.520286,55.784297,-44.4638171169418
12.520342,55.784416,-44.4233938563628
12.520391,55.784525,-44.3898217997861
12.520459,55.784648,-44.3496893707993
12.520177,55.784183,-44.3184329774688
12.520049,55.783945,-44.2756889674619
12.518829,55.781775,-44.2358890637476
12.518714,55.781559,-44.2049499080283
12.519668,55.781535,-44.1428663976063
12.520472,55.782993,-44.1029643599156
12.52058,55.783158,-44.0699417362518
12.520691,55.783352,-44.0300912998484
