,SINR,RSRP,RSRQ,Power
503,-43.2129046,-132,-20,-132
504,-39.2125913,-128,-20,-128
505,-13.0007643,-102,-19,-102
506,11.9646444,-88,-6,-88
507,-35.2665388,-123,-18,-123
508,-37.2670154,-125,-20,-125
509,-12.0022393,-100,-19,-100
510,16.9646444,-83,-6,-83
511,-40.0860686,-123,-18,-123
512,-42.0862258,-125,-20,-125
513,-17.0007083,-100,-19,-100
514,16.9646444,-83,-6,-83
515,-40.0860686,-123,-18,-123
516,-42.0862258,-125,-20,-125
517,-17.0007083,-100,-19,-100
518,9.9978188,-82,-6,-82
519,-46.414026,-128,-20,-128
520,-46.414026,-128,-20,-128
521,-10.0002182,-92,-20,-92
522,8.9978188,-83,-6,-83
523,-45.5150914,-128,-20,-128
524,-45.5150914,-128,-20,-128
525,-9.0002747,-92,-20,-92
526,7.9969579,-87,-6,-87
527,-45.6392181,-132,-20,-132
528,-41.6390389,-128,-20,-128
529,-8.0004823,-95,-17,-95
530,9.9982673,-85,-6,-85
531,-47.4140056,-132,-20,-132
532,-47.4140056,-132,-20,-132
533,-10.0001733,-95,-17,-95
534,7.9982673,-87,-6,-87
535,-45.6390389,-132,-20,-132
536,-45.6390389,-132,-20,-132
537,-8.0002747,-95,-17,-95
538,14.9714447,-87,-6,-87
539,-38.1354202,-125,-19,-125
540,-43.1358764,-130,-20,-130
541,-15.0009059,-102,-18,-102
542,16.9714447,-85,-6,-85
543,-40.0859346,-125,-19,-125
544,-45.0862258,-130,-20,-130
545,-17.0005716,-102,-18,-102
546,14.9896794,-87,-6,-87
547,-46.1354202,-133,-18,-133
548,-43.135315,-130,-20,-130
549,-15.0003267,-102,-18,-102
550,15.9967337,-81,-6,-81
551,-52.1077956,-133,-18,-133
552,-49.107769,-130,-20,-130
553,-16.0000821,-97,-20,-97
554,14.9967337,-82,-6,-82
555,-51.1352759,-133,-18,-133
556,-48.1352427,-130,-20,-130
557,-15.0001033,-97,-20,-97
558,300.0,-88,-6,-88
559,300.0,-83,-6,-83
560,300.0,-81,-6,-81
561,3.9984454,-78,-4,-78
562,-43.4556514,-120,-10,-120
563,-42.4556006,-119,-8,-119
564,-4.0006189,-82,-7,-82
565,4.9992357,-74,-4,-74
566,-49.1934418,-122,-10,-122
567,-45.1933628,-118,-8,-118
568,-5.0002417,-79,-7,-79
569,3.9996957,-74,-5,-74
570,-48.4554293,-121,-9,-121
571,-52.4554666,-125,-11,-125
572,-4.0001211,-78,-7,-78
573,300.0,-72,-6,-72
574,300.0,-73,-6,-73
575,4.9958884,-77,-6,-77
576,-41.1939688,-117,-9,-117
577,-38.1936404,-114,-9,-114
578,-5.0013006,-82,-6,-82
579,-0.0003607,-73,-6,-73
580,-50.010437,-120,-9,-120
581,-45.0103433,-115,-8,-115
582,-0.0003607,-73,-7,-73
583,1.9989668,-73,-6,-73
584,-45.1246923,-116,-10,-116
585,-42.1245595,-113,-8,-113
586,-2.0006519,-75,-7,-75
587,-0.0010332,-75,-6,-75
588,-44.0106441,-116,-10,-116
589,-41.0104724,-113,-8,-113
590,-0.0010332,-75,-7,-75
591,-0.0010332,-75,-6,-75
592,-44.0106441,-116,-10,-116
593,-41.0104724,-113,-8,-113
594,-0.0010332,-75,-7,-75
595,-0.0010332,-75,-6,-75
596,-44.0106441,-116,-10,-116
597,-41.0104724,-113,-8,-113
598,-0.0010332,-75,-7,-75
599,11.9977607,-79,-6,-79
600,-47.2657752,-126,-20,-126
601,-49.2658053,-128,-20,-128
602,-12.0001413,-91,-19,-91
603,11.9977607,-79,-6,-79
604,-47.2657752,-126,-20,-126
605,-49.2658053,-128,-20,-128
606,-12.0001413,-91,-19,-91
607,14.9987651,-80,-6,-80
608,-53.135226,-133,-20,-133
609,-54.1352303,-134,-20,-134
610,-15.0000391,-95,-17,-95
611,14.9987651,-80,-6,-80
612,-53.135226,-133,-20,-133
613,-54.1352303,-134,-20,-134
614,-15.0000391,-95,-17,-95
615,14.9987651,-80,-6,-80
616,-53.135226,-133,-20,-133
617,-54.1352303,-134,-20,-134
618,-15.0000391,-95,-17,-95
619,13.9499766,-86,-6,-86
620,-42.1712053,-128,-20,-128
621,-34.1698064,-120,-20,-120
622,-14.0020025,-100,-17,-100
623,13.9499766,-86,-6,-86
624,-42.1712053,-128,-20,-128
625,-34.1698064,-120,-20,-120
626,-14.0020025,-100,-17,-100
627,19.9432099,-86,-6,-86
628,-45.0436437,-131,-20,-131
629,-40.0433497,-126,-20,-126
630,-20.0005716,-106,-17,-106
631,19.9432099,-86,-6,-86
632,-45.0436437,-131,-20,-131
633,-40.0433497,-126,-20,-126
634,-20.0005716,-106,-17,-106
635,19.9432099,-86,-6,-86
636,-45.0436437,-131,-20,-131
637,-40.0433497,-126,-20,-126
638,-20.0005716,-106,-17,-106
639,15.9672542,-87,-6,-87
640,-45.1084136,-132,-20,-132
641,-38.1078762,-125,-19,-125
642,-16.0008256,-103,-18,-103
643,15.9672542,-87,-6,-87
644,-45.1084136,-132,-20,-132
645,-38.1078762,-125,-19,-125
646,-16.0008256,-103,-18,-103
647,11.9117314,-93,-6,-93
648,-33.2689675,-126,-20,-126
649,-31.2677707,-124,-20,-124
650,-12.0056227,-105,-18,-105
651,11.9117314,-93,-6,-93
652,-33.2689675,-126,-20,-126
653,-31.2677707,-124,-20,-124
654,-12.0056227,-105,-18,-105
655,11.9117314,-93,-6,-93
656,-33.2689675,-126,-20,-126
657,-31.2677707,-124,-20,-124
658,-12.0056227,-105,-18,-105
659,3.9739689,-97,-6,-97
660,-35.4615981,-131,-20,-131
661,-28.4566411,-124,-20,-124
662,-4.0103819,-101,-18,-101
663,3.9739689,-97,-6,-97
664,-35.4615981,-131,-20,-131
665,-28.4566411,-124,-20,-124
666,-4.0103819,-101,-18,-101
667,3.9739689,-97,-6,-97
668,-35.4615981,-131,-20,-131
669,-28.4566411,-124,-20,-124
670,-4.0103819,-101,-18,-101
671,10.7358606,-100,-6,-100
672,-30.347944,-130,-20,-130
673,-24.3359777,-124,-20,-124
674,-11.0215788,-111,-19,-111
675,10.7358606,-100,-6,-100
676,-30.347944,-130,-20,-130
677,-24.3359777,-124,-20,-124
678,-11.0215788,-111,-19,-111
679,10.7358606,-100,-6,-100
680,-30.347944,-130,-20,-130
681,-24.3359777,-124,-20,-124
682,-11.0215788,-111,-19,-111
683,300.0,-98,-6,-98
684,300.0,-98,-6,-98
685,300.0,-100,-6,-100
686,300.0,-100,-6,-100
687,300.0,-100,-6,-100
688,300.0,-100,-6,-100
689,300.0,-100,-6,-100
690,300.0,-103,-6,-103
691,300.0,-103,-6,-103
692,300.0,-103,-6,-103
693,300.0,-103,-6,-103
694,300.0,-103,-6,-103
695,300.0,-106,-6,-106
696,300.0,-106,-6,-106
697,300.0,-106,-6,-106
698,-5.1729856,-108,-8,-108
699,-8.7859229,-111,-7,-111
700,-0.6088022,-105,-7,-105
701,-6.4362727,-109,-7,-109
702,-5.1729856,-108,-8,-108
703,-8.7859229,-111,-7,-111
704,-0.6088022,-105,-7,-105
705,-6.4362727,-109,-7,-109
706,-7.4473465,-109,-6,-109
707,-11.8940724,-113,-8,-113
708,-0.3063115,-104,-7,-104
709,-3.5900149,-106,-8,-106
710,-7.4473465,-109,-6,-109
711,-11.8940724,-113,-8,-113
712,-0.3063115,-104,-7,-104
713,-3.5900149,-106,-8,-106
714,-7.4473465,-109,-6,-109
715,-11.8940724,-113,-8,-113
716,-0.3063115,-104,-7,-104
717,-3.5900149,-106,-8,-106
718,9.9270414,-105,-6,-105
719,-13.2184042,-118,-19,-118
720,-17.3412349,-122,-20,-122
721,-15.2941274,-120,-18,-120
722,9.9270414,-105,-6,-105
723,-13.2184042,-118,-19,-118
724,-17.3412349,-122,-20,-122
725,-15.2941274,-120,-18,-120
726,300.0,-104,-6,-104
727,300.0,-104,-6,-104
728,300.0,-104,-6,-104
729,300.0,-109,-6,-109
730,300.0,-109,-6,-109
731,300.0,-112,-6,-112
732,300.0,-112,-6,-112
733,300.0,-112,-6,-112
734,300.0,-118,-8,-118
735,300.0,-118,-8,-118
736,300.0,-122,-10,-122
737,300.0,-122,-10,-122
738,300.0,-122,-10,-122
739,300.0,-136,-20,-136
740,300.0,-136,-20,-136
741,300.0,-129,-15,-129
742,300.0,-129,-15,-129
743,300.0,-129,-15,-129
744,300.0,-132,-18,-132
745,300.0,-132,-19,-132
746,300.0,-132,-19,-132
747,300.0,-130,-17,-130
748,-0.5390189,-130,-16,-130
749,-5.124426,-133,-19,-133
750,-3.7643486,-132,-18,-132
751,-0.5390189,-130,-16,-130
752,-5.124426,-133,-19,-133
753,-3.7643486,-132,-18,-132
754,-0.5390189,-130,-16,-130
755,-5.124426,-133,-19,-133
756,-3.7643486,-132,-18,-132
757,300.0,-129,-15,-129
758,300.0,-129,-15,-129
759,300.0,-128,-15,-128
760,300.0,-128,-15,-128
761,300.0,-128,-15,-128
762,300.0,-132,-18,-132
763,300.0,-132,-18,-132
764,3.0,-130,-17,-130
765,-3.0,-133,-20,-133
766,3.0,-130,-17,-130
767,-3.0,-133,-20,-133
768,3.0,-130,-17,-130
769,-3.0,-133,-20,-133
770,300.0,-133,-19,-133
771,300.0,-133,-19,-133
772,300.0,-128,-15,-128
773,300.0,-128,-15,-128
774,300.0,-130,-16,-130
775,300.0,-129,-15,-129
776,300.0,-129,-15,-129
777,300.0,-129,-16,-129
778,300.0,-129,-16,-129
779,300.0,-129,-16,-129
780,300.0,-129,-16,-129
781,300.0,-130,-16,-130
782,300.0,-130,-16,-130
783,7.0,-125,-12,-125
784,-7.0,-132,-18,-132
785,7.0,-125,-12,-125
786,-7.0,-132,-18,-132
787,7.0,-125,-12,-125
788,-7.0,-132,-19,-132
789,7.0,-125,-12,-125
790,-7.0,-132,-19,-132
791,7.0,-125,-12,-125
792,-7.0,-132,-19,-132
793,7.0,-125,-12,-125
794,-7.0,-132,-19,-132
795,300.0,-131,-17,-131
796,300.0,-131,-17,-131
797,300.0,-130,-16,-130
798,300.0,-130,-16,-130
799,300.0,-130,-16,-130
800,300.0,-130,-16,-130
801,300.0,-130,-16,-130
802,300.0,-135,-20,-135
803,300.0,-135,-20,-135
804,300.0,-135,-20,-135
805,300.0,-135,-20,-135
806,300.0,-138,-20,-138
807,300.0,-138,-20,-138
808,300.0,-137,-20,-137
809,300.0,-137,-20,-137
810,300.0,-133,-19,-133
811,300.0,-133,-19,-133
812,300.0,-132,-18,-132
813,300.0,-132,-18,-132
814,300.0,-136,-20,-136
815,300.0,-136,-20,-136
816,300.0,-136,-20,-136
817,300.0,-135,-20,-135
818,300.0,-135,-20,-135
819,300.0,-136,-20,-136
820,300.0,-136,-20,-136
821,300.0,-136,-20,-136
822,300.0,-138,-20,-138
823,300.0,-138,-20,-138
824,300.0,-133,-20,-133
825,300.0,-133,-20,-133
826,300.0,-127,-15,-127
827,300.0,-127,-15,-127
828,300.0,-127,-15,-127
829,300.0,-129,-16,-129
830,300.0,-129,-16,-129
831,300.0,-128,-15,-128
832,300.0,-128,-15,-128
833,300.0,-128,-15,-128
834,300.0,-128,-15,-128
835,300.0,-128,-15,-128
836,300.0,-131,-18,-131
837,300.0,-131,-18,-131
838,300.0,-131,-18,-131
839,300.0,-131,-18,-131
840,300.0,-131,-18,-131
841,300.0,-132,-19,-132
842,300.0,-132,-19,-132
843,300.0,-132,-19,-132
844,300.0,-127,-15,-127
845,300.0,-127,-15,-127
846,300.0,-131,-19,-131
847,300.0,-131,-19,-131
848,300.0,-131,-19,-131
849,300.0,-130,-17,-130
850,300.0,-130,-17,-130
851,300.0,-130,-17,-130
852,300.0,-130,-17,-130
853,300.0,-130,-17,-130
854,300.0,-131,-18,-131
855,300.0,-131,-18,-131
856,300.0,-131,-18,-131
857,300.0,-129,-16,-129
858,300.0,-129,-16,-129
859,300.0,-128,-16,-128
860,300.0,-128,-16,-128
861,300.0,-128,-16,-128
862,300.0,-130,-17,-130
863,300.0,-130,-17,-130
864,300.0,-130,-17,-130
865,300.0,-130,-17,-130
866,300.0,-130,-17,-130
867,300.0,-129,-17,-129
868,300.0,-129,-17,-129
869,300.0,-129,-17,-129
870,300.0,-129,-17,-129
871,300.0,-129,-17,-129
872,300.0,-131,-19,-131
873,300.0,-131,-19,-131
874,300.0,-131,-19,-131
875,300.0,-132,-19,-132
876,300.0,-132,-19,-132
877,300.0,-131,-18,-131
878,300.0,-131,-18,-131
879,300.0,-131,-18,-131
880,300.0,-131,-18,-131
881,300.0,-131,-18,-131
882,300.0,-131,-18,-131
883,300.0,-132,-19,-132
884,300.0,-132,-19,-132
885,300.0,-132,-19,-132
886,300.0,-131,-18,-131
887,300.0,-131,-18,-131
888,300.0,-131,-18,-131
889,300.0,-131,-18,-131
890,300.0,-130,-17,-130
891,300.0,-130,-17,-130
892,300.0,-131,-18,-131
893,300.0,-131,-18,-131
894,300.0,-131,-18,-131
895,300.0,-131,-18,-131
896,300.0,-131,-18,-131
897,300.0,-130,-17,-130
898,300.0,-130,-17,-130
899,300.0,-130,-17,-130
900,300.0,-128,-16,-128
901,300.0,-128,-16,-128
902,300.0,-130,-17,-130
903,300.0,-130,-17,-130
904,300.0,-130,-17,-130
905,300.0,-131,-18,-131
906,300.0,-131,-18,-131
907,300.0,-131,-18,-131
908,300.0,-131,-18,-131
909,300.0,-131,-18,-131
910,300.0,-130,-18,-130
911,300.0,-130,-18,-130
912,300.0,-130,-17,-130
913,300.0,-130,-17,-130
914,300.0,-130,-17,-130
915,300.0,-140,-20,-140
916,300.0,-140,-20,-140
917,300.0,-130,-18,-130
918,300.0,-130,-18,-130
919,300.0,-129,-16,-129
920,300.0,-129,-16,-129
